"","id","WormBaseID","logFC"
"1765","T06E4.7","WBGene00011534",4.05960557332916
"248","clec-74","WBGene00021585",4.05944736770254
"1688","oma-1","WBGene00003864",4.05472780799022
"432","pals-6","WBGene00007660",4.05457252777341
"2558","alg-5","WBGene00011945",4.05442002199063
"191","ZK792.4","WBGene00014077",4.05272635645078
"546","F35H10.2","WBGene00018068",4.05200769409982
"1523","abf-5","WBGene00000016",4.05154549888305
"562","pals-4","WBGene00007658",4.05071770189194
"160","M60.7","WBGene00019782",4.04593871138305
"1272","W04G5.8","WBGene00012268",4.04529848786302
"2523","phf-33","WBGene00010708",4.04507789603695
"1439","Y75B7AL.2","WBGene00022285",4.04320268808382
"736","cyp-33B1","WBGene00016092",4.03796197930231
"1035","pals-38","WBGene00008302",4.0366160652966
"376","tni-4","WBGene00006586",4.03194877980518
"948","srab-17","WBGene00011701",4.03115653226651
"442","C16C8.14","WBGene00015852",4.03106517932441
"2461","egg-5","WBGene00020035",4.03062997376612
"2099","srx-47","WBGene00005938",4.03016182384675
"794","C31H5.1","WBGene00007854",4.02949243908507
"2283","Y65B4BL.3","WBGene00022035",4.02775613030054
"1171","Y105C5B.5","WBGene00013647",4.02722008437694
"1207","fbxa-210","WBGene00012565",4.02315346259712
"831","asic-2","WBGene00012137",4.01741799450089
"647","EEED8.3","WBGene00017134",4.01412634880853
"477","C16C8.16","WBGene00015853",4.01345327291206
"1723","C43F9.5","WBGene00008073",4.0123728344612
"1651","ceh-54","WBGene00020485",4.00867543084992
"1457","coh-3","WBGene00000592",4.00821760421406
"670","dhs-11","WBGene00000974",4.00558512742566
"1377","F36H12.2","WBGene00018118",3.9997421026369
"517","vha-18","WBGene00018698",3.99808869339059
"576","pgp-14","WBGene00004008",3.99803811544915
"1820","T24A6.7","WBGene00020747",3.99768390410412
"554","cyp-13B2","WBGene00010606",3.99041883271635
"2243","F41E6.15","WBGene00044554",3.98667735282997
"645","C37C3.12","WBGene00016504",3.98354349636011
"1292","nspe-1","WBGene00012591",3.98068372268703
"320","B0024.4","WBGene00007097",3.98037552673137
"1027","C32B5.15","WBGene00016308",3.97980517325839
"321","F21C10.18","WBGene00235330",3.97902627523299
"265","T10C6.15","WBGene00050899",3.97730819479389
"866","col-96","WBGene00000671",3.9771447848177
"1498","pals-26","WBGene00007131",3.97699063389681
"1568","F30F8.1","WBGene00009270",3.97188826607231
"609","lgc-1","WBGene00020236",3.97166049189101
"436","bcmo-1","WBGene00012914",3.97029179221643
"418","F47B8.10","WBGene00009811",3.96983437256807
"1930","C40H1.3","WBGene00008039",3.96605768301897
"629","ttr-34","WBGene00045245",3.96427994252192
"806","Y39A3B.7","WBGene00206512",3.96357615054503
"1066","dmd-8","WBGene00020708",3.96146635302611
"1965","Y39B6A.49","WBGene00077457",3.96092841655196
"1425","srbc-66","WBGene00020746",3.95302988941352
"699","flp-13","WBGene00001456",3.95253830509474
"2237","linc-94","WBGene00219763",3.95191532048749
"2195","C37A5.6","WBGene00014700",3.94825874280277
"1382","F49H12.2","WBGene00018653",3.94414698843305
"1966","try-5","WBGene00006623",3.94412397935179
"1241","memi-3","WBGene00010353",3.93781751928056
"1899","B0361.11","WBGene00015165",3.93453034450489
"590","ZC317.2","WBGene00022588",3.93445362685155
"193","hsp-12.3","WBGene00002012",3.92972813132814
"1751","F25B3.4","WBGene00009101",3.92891748052024
"591","chil-12","WBGene00010799",3.92868943010366
"446","Y38C1AA.9","WBGene00021400",3.92697404435006
"507","F55A11.8","WBGene00010081",3.92675407177656
"1654","Y55F3BR.2","WBGene00021939",3.92381161735517
"1143","T05A7.12","WBGene00271414",3.9237131290197
"1524","C08H9.9","WBGene00014673",3.92363716267321
"1316","pals-5","WBGene00007659",3.92026852651063
"1514","srw-64","WBGene00005811",3.91900692041065
"882","F14H8.4","WBGene00008834",3.91781321380481
"358","Y2H9A.6","WBGene00086568",3.91621758648152
"1676","fbxc-46","WBGene00012569",3.91440172170876
"1044","D1086.1","WBGene00008388",3.91286707626791
"412","ins-3","WBGene00002086",3.90816554365373
"1915","Y57A10A.4","WBGene00013249",3.9019688753022
"2437","srt-42","WBGene00021599",3.90046240297426
"2161","deps-1","WBGene00022034",3.900284672741
"1210","fkh-10","WBGene00001442",3.89475392774737
"634","C10C6.7","WBGene00007515",3.8938609492454
"1758","pqn-98","WBGene00004177",3.89264391036183
"735","B0507.6","WBGene00015223",3.89056519076385
"959","ins-11","WBGene00002094",3.88931759813568
"1173","Y18D10A.11","WBGene00012481",3.88856691386055
"601","T24C4.3","WBGene00020759",3.88714583281801
"767","srg-40","WBGene00005197",3.88118943214641
"107","C25H3.10","WBGene00016119",3.8803233611893
"785","oac-48","WBGene00011960",3.87810914227077
"456","clec-71","WBGene00021582",3.8772830026485
"583","F35B12.3","WBGene00009383",3.87496325132761
"453","T20D4.7","WBGene00020613",3.87202938571924
"557","T08E11.8","WBGene00020364",3.86929342257342
"716","fbxb-66","WBGene00044066",3.86774503768707
"613","C09G1.2","WBGene00007484",3.8674612152892
"978","ptp-5.2","WBGene00013304",3.86500189985573
"1002","Y87G2A.19","WBGene00044260",3.86335317509295
"2210","F55A3.6","WBGene00018851",3.86287672808952
"769","kin-23","WBGene00002205",3.86262562435931
"761","cyp-13A6","WBGene00011673",3.85963502076652
"594","K07A1.17","WBGene00044987",3.85867972363463
"825","C16C8.11","WBGene00015849",3.85729362947946
"1522","fbxb-45","WBGene00019705",3.85582681216319
"1822","ZK418.11","WBGene00044354",3.85222832527634
"1249","R07C12.1","WBGene00019931",3.85185730999563
"2178","fipr-2","WBGene00009097",3.84843529978054
"1528","clec-91","WBGene00014117",3.84750650612577
"1328","F08A8.8","WBGene00045468",3.84548017805823
"520","lido-16","WBGene00020898",3.84494994124484
"1828","sri-2","WBGene00005514",3.84460804111309
"1040","fbxa-47","WBGene00016527",3.83383629132279
"1224","K08E7.10","WBGene00044907",3.83211700710636
"1302","C49G7.10","WBGene00016788",3.83091051007217
"1348","fbxa-203","WBGene00021037",3.82735148669061
"1332","pitr-2","WBGene00015054",3.82717397231638
"190","gst-7","WBGene00001755",3.8239485126818
"1452","pes-1","WBGene00003976",3.82226954160599
"2495","Y57A10A.2","WBGene00013247",3.81812829301698
"101","T11B7.2","WBGene00011707",3.81785631118012
"1603","F56C9.6","WBGene00018950",3.81576304303264
"260","lagr-1","WBGene00006505",3.81229975345056
"1867","ceh-33","WBGene00000454",3.81106830025293
"122","phat-5","WBGene00020242",3.80401956076573
"1068","arrd-11","WBGene00011052",3.80398386248763
"2000","H23N18.6","WBGene00044534",3.80374702561593
"665","ace-4","WBGene00000038",3.80320156652172
"1838","M60.15","WBGene00220035",3.80233690968552
"229","R07B1.8","WBGene00001608",3.7985571587391
"274","gst-39","WBGene00001787",3.79854559078591
"933","K08F9.1","WBGene00010684",3.79847471727695
"2228","bath-22","WBGene00018658",3.79809505562416
"1229","F10D7.11","WBGene00303423",3.79784824330221
"388","Y41C4A.11","WBGene00012757",3.79760133381899
"917","fbxa-42","WBGene00044676",3.79139088952757
"284","clec-89","WBGene00015631",3.79089748249599
"1935","phat-6","WBGene00011683",3.78912104113191
"1038","R12H7.4","WBGene00011255",3.78903721339057
"1239","F42G4.6","WBGene00009643",3.78572648114229
"472","hil-1","WBGene00001852",3.78293645606684
"631","nhr-214","WBGene00011566",3.78182547781688
"528","R08F11.4","WBGene00019968",3.78176626642738
"1849","Y54F10BM.12","WBGene00021866",3.77571447813754
"713","C13C4.7","WBGene00007551",3.76943569394837
"2216","srt-25","WBGene00015862",3.76940864324138
"1905","Y47H10A.3","WBGene00012959",3.76589259678579
"1921","T06E4.10","WBGene00011537",3.7641750227805
"577","C10C5.2","WBGene00007506",3.76379354763004
"2456","C03H5.9","WBGene00206366",3.75898883682104
"1148","bath-20","WBGene00015012",3.75833093482008
"2484","C03B1.4","WBGene00015375",3.75680664355255
"2001","madf-6","WBGene00016930",3.75541546137191
"2317","C54F6.15","WBGene00044113",3.75448027880201
"2014","F23B2.10","WBGene00009077",3.75306164818497
"818","F53F4.2","WBGene00009986",3.75285699373091
"1646","ntc-1","WBGene00044568",3.752033307957
"1396","ZK1055.2","WBGene00022843",3.75125364086047
"1194","R07C12.4","WBGene00019934",3.74541811176092
"1559","C24A11.1","WBGene00016040",3.74467949456383
"657","pqn-8","WBGene00004100",3.74337198365196
"1960","bath-11","WBGene00018664",3.74171427384367
"551","T24E12.10","WBGene00020777",3.74112082353916
"279","cnc-2","WBGene00000556",3.73488054466469
"1032","btb-19","WBGene00010194",3.73248984003935
"666","srv-4","WBGene00005715",3.73148161229981
"2298","Y54G11A.14","WBGene00013221",3.72592106237757
"838","W07B8.4","WBGene00021072",3.72000311159254
"1069","C48B4.6","WBGene00008169",3.71881850122712
"690","cbp-2","WBGene00010545",3.71789760093202
"1275","F09F9.1","WBGene00017306",3.71224688871401
"365","Y56A3A.33","WBGene00013244",3.71213340663322
"1709","abu-8","WBGene00000031",3.71172565786944
"468","cyp-35C1","WBGene00007362",3.71146230837959
"1720","C06G3.3","WBGene00015549",3.71130980042284
"1269","ocr-4","WBGene00003841",3.71116966895516
"382","arf-1.1","WBGene00000190",3.71002285502305
"873","fbxa-136","WBGene00007672",3.70900089799647
"608","Y43C5A.3","WBGene00012783",3.707030715808
"1525","pqn-97","WBGene00004176",3.70530841295499
"860","C24A3.1","WBGene00016032",3.70521868520871
"1395","R06F6.14","WBGene00269421",3.70447660215447
"919","K02E2.1","WBGene00010506",3.70232696476058
"2534","K04H4.5","WBGene00010574",3.70221296645884
"102","F54B8.4","WBGene00010019",3.70208682666945
"840","T22D1.5","WBGene00020684",3.69860440634433
"541","T06D8.2","WBGene00011523",3.69855554375945
"1565","Y37A1A.2","WBGene00012535",3.69776921350851
"828","Y44A6D.6","WBGene00012856",3.69592690904718
"2085","clec-7","WBGene00017364",3.69387842491971
"1242","F45F2.11","WBGene00018483",3.69049001289958
"2110","W04G5.4","WBGene00012265",3.68467322270524
"752","btb-20","WBGene00010193",3.68465227999559
"709","gst-2","WBGene00001750",3.68434932425865
"979","B0513.4","WBGene00007196",3.68355918319656
"2002","nlp-60","WBGene00017236",3.68341845753241
"1503","F26D2.15","WBGene00009153",3.68307939006427
"1483","C16A11.5","WBGene00015818",3.68198318336856
"1735","C50F2.7","WBGene00016840",3.68086683919977
"758","spo-11","WBGene00004985",3.67994181316026
"814","srw-71","WBGene00005818",3.67872157027305
"2349","C13G3.1","WBGene00007553",3.67746587707702
"1438","F53B2.5","WBGene00009956",3.67136797468021
"689","F43C11.7","WBGene00018384",3.66930610321002
"455","cey-2","WBGene00000473",3.66875163685033
"1450","B0507.7","WBGene00015224",3.66542016399908
"506","dao-6","WBGene00000932",3.6634273782413
"2224","T07F10.5","WBGene00011591",3.6609486382145
"971","ncx-9","WBGene00003574",3.65999304173833
"349","clec-52","WBGene00015052",3.65943463451549
"1152","F54D5.2","WBGene00010048",3.65850692924636
"2083","fil-1","WBGene00011321",3.65591255176806
"568","kreg-1","WBGene00018725",3.65191084758268
"1154","R102.6","WBGene00011293",3.64609572523984
"1303","C44H9.4","WBGene00008099",3.64265795512321
"858","C52A10.2","WBGene00016863",3.63947733978899
"368","flp-32","WBGene00010982",3.63920230029508
"955","nspe-2","WBGene00012604",3.63898245949977
"1926","cal-3","WBGene00000287",3.63853514783756
"2549","tab-1","WBGene00006380",3.63635482551918
"556","Y48A6B.8","WBGene00012969",3.63518482189702
"2130","Y105C5B.25","WBGene00013662",3.63274598625495
"1287","Y105C5A.17","WBGene00013640",3.6315468712068
"1570","R02F2.4","WBGene00019833",3.6308639353898
"1151","ttr-22","WBGene00011450",3.63083453579912
"2174","F43G6.3","WBGene00009656",3.63062629600388
"627","ZK863.8","WBGene00014125",3.62870042618869
"1417","srh-123","WBGene00005341",3.62842658850853
"809","F14D7.8","WBGene00008795",3.62833793426386
"781","nlp-78","WBGene00195143",3.62833307835473
"1095","lgc-11","WBGene00000061",3.62590781226399
"286","C45B11.6","WBGene00045379",3.62384292159979
"908","F41G4.7","WBGene00018310",3.61711561890142
"2061","C50C3.1","WBGene00016799",3.6158222523992
"258","ZC21.3","WBGene00022505",3.61446562062332
"529","F11D11.3","WBGene00008698",3.61328537038755
"750","R11D1.2","WBGene00011243",3.61314602869773
"543","abhd-5.1","WBGene00016506",3.61197131497442
"1022","ZC262.13","WBGene00284846",3.60940997426336
"755","ssu-1","WBGene00013748",3.60852675054264
"779","Y53G8AL.4","WBGene00050917",3.60520982700995
"1119","ets-5","WBGene00016600",3.60167075995593
"1985","Y14H12A.5","WBGene00303364",3.60010453791536
"1797","str-44","WBGene00006109",3.5992757881609
"2026","T07E3.2","WBGene00020313",3.59905993586907
"391","fmo-2","WBGene00001477",3.59662745818626
"1318","F09E10.7","WBGene00017297",3.59565454179698
"2513","H09G03.1","WBGene00019174",3.59472162338322
"632","bath-24","WBGene00015014",3.59457830142068
"410","nlp-6","WBGene00003744",3.59284079247487
"1288","C45B11.8","WBGene00077699",3.58946926388384
"743","F33H12.7","WBGene00045457",3.58870664860131
"352","gst-12","WBGene00001760",3.586164793301
"1910","ZC116.1","WBGene00013853",3.58599499202407
"2020","F23D12.3","WBGene00009087",3.58519697238359
"202","clec-146","WBGene00013008",3.5849732938204
"166","W06H8.2","WBGene00021066",3.58403886995482
"2473","F11A5.18","WBGene00045511",3.58387562089696
"997","marc-3","WBGene00007643",3.58311116032329
"1016","EEED8.2","WBGene00017133",3.58142840709145
"660","ttr-1","WBGene00010541",3.57599092990246
"564","F46A8.13","WBGene00219950",3.57573373287066
"1184","gadr-3","WBGene00018561",3.57461182586012
"861","nlp-49","WBGene00019160",3.57421765958866
"1340","sodh-2","WBGene00010791",3.57345826871813
"895","str-97","WBGene00006154",3.57222098053537
"354","B0205.13","WBGene00044644",3.56654906770373
"1699","M01G12.7","WBGene00010821",3.56507937979499
"741","pals-2","WBGene00007656",3.56232074196313
"946","C29F4.3","WBGene00007809",3.5565093439865
"1104","fbxa-106","WBGene00013348",3.55543894945003
"1541","C04A2.15","WBGene00206529",3.55464039309537
"694","pals-34","WBGene00017823",3.55384929113547
"730","C08F8.3","WBGene00007445",3.55050579192812
"1235","F14B4.1","WBGene00008779",3.5494531907402
"1761","Y75B8A.44","WBGene00194855",3.54750409459621
"1783","srt-47","WBGene00012770",3.54745146833504
"787","K05F6.10","WBGene00019421",3.54645376832343
"1840","sre-40","WBGene00020225",3.54620843524727
"1203","C14B1.9","WBGene00007580",3.5455632979024
"899","droe-4","WBGene00010262",3.54521458506311
"986","F41D3.9","WBGene00009614",3.54483719282603
"1253","F53B7.4","WBGene00009967",3.54402016011572
"423","F47B8.4","WBGene00009805",3.5436632137679
"584","Y54F10BM.3","WBGene00021858",3.53933924189784
"424","B0416.7","WBGene00015182",3.53609948679798
"1096","F16C3.2","WBGene00008886",3.53390795515219
"804","arl-7","WBGene00000191",3.53242213663198
"802","R07B1.9","WBGene00011081",3.53011747715431
"1106","fbxc-7","WBGene00016302",3.53004359457521
"2103","pals-36","WBGene00044787",3.52419162622757
"1737","F57B10.4","WBGene00019002",3.52310790482812
"1661","B0478.3","WBGene00015202",3.52226635629392
"1182","crn-4","WBGene00000797",3.52203330247112
"1058","nhr-207","WBGene00011098",3.51969540497568
"2053","puf-11","WBGene00022257",3.51668727299763
"1331","K10D11.6","WBGene00010750",3.51642669462598
"2383","T25G12.13","WBGene00219274",3.51494711808906
"982","chil-5","WBGene00007470",3.51446190901587
"1409","T26F2.2","WBGene00012058",3.51345253263449
"992","C35E7.8","WBGene00016460",3.51186317742112
"915","C48B6.9","WBGene00016745",3.51090427047432
"960","C05C12.5","WBGene00007337",3.50952555820494
"646","Y37H9A.5","WBGene00014871",3.5054594243626
"1349","clec-77","WBGene00044343",3.50483517273057
"1423","T03F6.9","WBGene00045482",3.50452851758992
"1648","flp-1","WBGene00001444",3.50270640707395
"2351","C30B5.6","WBGene00016247",3.49964233922099
"947","oac-54","WBGene00012323",3.49733787690404
"1412","aqp-5","WBGene00000173",3.49584599195416
"1129","gln-5","WBGene00001606",3.49314617804056
"1714","chil-1","WBGene00007465",3.49052115259402
"909","ttr-26","WBGene00013079",3.48938107164962
"2143","cpg-4","WBGene00015677",3.4860938810614
"480","ceh-24","WBGene00000447",3.4860223147174
"2348","fbxa-138","WBGene00022345",3.48281518046485
"1923","K02E7.11","WBGene00019315",3.48002225195392
"956","bath-5","WBGene00019141",3.47968328663031
"746","nlp-56","WBGene00013334",3.47892697055971
"552","nlp-47","WBGene00018117",3.47826158489718
"1552","W04G5.10","WBGene00012270",3.47743910493667
"2107","anr-32","WBGene00219683",3.47270253215569
"954","eyg-1","WBGene00013147",3.47172041063508
"1813","T16G12.12","WBGene00269433",3.47120798035816
"1133","C07C7.1","WBGene00007411",3.47004736675554
"1771","parg-2","WBGene00004052",3.46840930601223
"1259","bath-27","WBGene00017450",3.46826527912612
"325","T12A7.6","WBGene00011727",3.46825137427729
"934","egg-3","WBGene00009701",3.46822111674255
"395","nhr-67","WBGene00003657",3.4663324145367
"1803","C28C12.11","WBGene00016181",3.46575048498959
"1060","C33A12.19","WBGene00007890",3.46446321212046
"211","tag-120","WBGene00006470",3.46300508714124
"1481","F59G1.8","WBGene00019129",3.4626526061716
"2370","his-68","WBGene00001942",3.46234555887996
"360","F49B2.6","WBGene00009865",3.46220166198968
"197","F40F12.9","WBGene00043995",3.46184850293943
"2350","B0507.9","WBGene00015226",3.46116408856702
"164","inx-6","WBGene00002128",3.45970065431897
"1221","C14B1.12","WBGene00184990",3.45910840203373
"2080","hsp-12.2","WBGene00002011",3.45738036351351
"1597","C52B9.8","WBGene00016868",3.45487225901436
"329","F20B10.3","WBGene00008967",3.45452399762709
"1889","hpo-32","WBGene00015313",3.4529553310165
"1480","srz-97","WBGene00023515",3.45237607421515
"788","T25F10.4","WBGene00020807",3.45166303068664
"913","glb-34","WBGene00077763",3.44765413181283
"1474","pqn-75","WBGene00004157",3.44731517375712
"1234","nlp-3","WBGene00003741",3.4438456646543
"2322","D1007.18","WBGene00044421",3.44261168542963
"2587","C15A11.2","WBGene00007597",3.44260018795705
"738","aptf-1","WBGene00019424",3.43941701838183
"2274","srw-12","WBGene00005759",3.43897171022139
"280","Y53H1B.2","WBGene00013181",3.4353716529884
"295","gcy-18","WBGene00001543",3.43383153509852
"1789","srb-19","WBGene00016928",3.42810448207952
"1187","fbxa-43","WBGene00020638",3.4264527457343
"2154","Y73F8A.1173","WBGene00206491",3.42641476698721
"1731","K05F1.13","WBGene00270309",3.42626128850731
"224","sdz-8","WBGene00008334",3.42513186999069
"2571","T10E9.5","WBGene00020415",3.42307477511455
"1434","K03D3.2","WBGene00010528",3.42107292159607
"512","ugt-33","WBGene00007946",3.41853049393612
"1076","Y116A8C.3","WBGene00013784",3.41570159631421
"827","fbxa-158","WBGene00015602",3.41428829184903
"2552","T02G5.15","WBGene00206521",3.41333938834724
"993","spp-8","WBGene00004993",3.41331327561038
"799","B0273.1","WBGene00015097",3.41315941419262
"1998","fkh-6","WBGene00001438",3.41286444332756
"835","Y49E10.4","WBGene00013030",3.41247820857662
"1366","F36F2.7","WBGene00009480",3.4120238347058
"760","gst-14","WBGene00001762",3.41188750846282
"2066","nlp-42","WBGene00013588",3.41100371187354
"1902","Y62F5A.10","WBGene00013388",3.41042604420591
"651","ZC455.1","WBGene00013902",3.41038554212989
"510","C29F5.3","WBGene00016212",3.40245694234597
"364","ceh-34","WBGene00000455",3.39293958865201
"2424","W05B10.6","WBGene00195166",3.39274394847656
"2454","K02A6.2","WBGene00019293",3.39124329725343
"2466","Y75B12B.1","WBGene00013567",3.39095959117262
"1680","F54C9.3","WBGene00010041",3.38935752289465
"1427","F26F2.3","WBGene00009168",3.38874328944936
"868","B0462.4","WBGene00007183",3.38717747538846
"1088","pot-2","WBGene00010195",3.38100249112996
"742","T20B5.2","WBGene00020595",3.37985684355786
"1449","C49G7.7","WBGene00016785",3.37654136709205
"1077","Y59A8B.12","WBGene00013349",3.37399501523801
"496","K09D9.1","WBGene00019564",3.37362315640743
"2260","C45B2.8","WBGene00016662",3.37230890656491
"888","clec-62","WBGene00009393",3.3715714920283
"1398","spp-18","WBGene00005003",3.36832114738934
"745","F26D11.13","WBGene00045393",3.36664968144177
"2142","oac-13","WBGene00008475",3.36439321561938
"1805","F37A4.6","WBGene00018136",3.36334703034086
"1746","ZC190.6","WBGene00022540",3.36218352519695
"1606","F38B6.3","WBGene00018173",3.36136682240214
"1895","srw-10","WBGene00005757",3.36134495047217
"1149","T28D9.4","WBGene00020896",3.36064867663187
"1191","F13D12.3","WBGene00008739",3.35828842754792
"2373","ZC116.3","WBGene00013855",3.35764518896985
"1880","ZC317.7","WBGene00022590",3.35729411130604
"2220","B0379.7","WBGene00007159",3.35559045924686
"706","cyp-32A1","WBGene00016147",3.34972744311256
"2401","nlp-70","WBGene00044513",3.34895793747849
"513","F41B4.3","WBGene00018259",3.34625556396111
"1538","Y87G2A.16","WBGene00013602",3.34466434011239
"1180","D1005.5","WBGene00016999",3.34395969159885
"1333","flp-17","WBGene00001460",3.34319941336378
"813","F59B1.10","WBGene00019101",3.34202494001117
"1086","K10G4.5","WBGene00010754",3.33932407578945
"2595","F58F12.12","WBGene00271812",3.33868780019395
"2324","R07B7.2","WBGene00011087",3.33167610045033
"2011","asp-12","WBGene00017678",3.32937081286095
"379","ttr-7","WBGene00020566",3.32774894219827
"177","tnt-4","WBGene00006589",3.32461000643854
"2037","cey-3","WBGene00000474",3.32189302045433
"1462","gcy-27","WBGene00001550",3.31900411562507
"1668","nlp-5","WBGene00003743",3.31247506607307
"428","ZK1290.5","WBGene00022887",3.31172520213835
"1913","tsp-16","WBGene00006642",3.31124090807416
"1217","T28B8.3","WBGene00012114",3.30786821985035
"1511","egas-1","WBGene00013486",3.3055066347034
"1527","dct-14","WBGene00012616",3.3052843327211
"1081","droe-8","WBGene00022550",3.304993940853
"721","D2005.4","WBGene00008399",3.30460605428651
"1441","trx-1","WBGene00015062",3.30422680095461
"643","W05E10.2","WBGene00012281",3.30414563885293
"2432","Y38H6C.8","WBGene00012621",3.30297768066043
"1406","Y39H10A.1","WBGene00021478",3.30234467373935
"1471","ZC196.2","WBGene00022546",3.30211871247784
"1033","marg-1","WBGene00018538",3.30030585907893
"1083","C36C9.5","WBGene00016488",3.29589071639805
"1320","T20G5.15","WBGene00194683",3.29091980275804
"1230","flp-28","WBGene00044686",3.28610060614988
"1594","bath-12","WBGene00019131",3.28551868970715
"1026","nlp-48","WBGene00008002",3.28432607830222
"1436","C01F6.2","WBGene00007222",3.28382948197427
"729","nhr-142","WBGene00018430",3.28354303759535
"1482","old-1","WBGene00003862",3.28332855518281
"1595","srh-2","WBGene00005228",3.28211240564266
"717","rnf-1","WBGene00004380",3.27999265839887
"1458","pfk-1.2","WBGene00008230",3.27989264641354
"1319","Y75B8A.23","WBGene00013556",3.27835602214186
"450","Y22D7AL.15","WBGene00021253",3.27816739103414
"1501","pals-37","WBGene00138721",3.27785880097568
"1712","W01A11.7","WBGene00020912",3.27730492228848
"1554","gba-2","WBGene00016340",3.27419958208161
"1363","D2030.7","WBGene00008417",3.27335691956456
"1823","lgc-52","WBGene00013517",3.2719639400354
"2561","F21D9.6","WBGene00009020",3.2714182187295
"653","C03G6.17","WBGene00015402",3.27020609921969
"607","lim-4","WBGene00002987",3.26990122237657
"1347","gcy-15","WBGene00001541",3.26968158509024
"2284","ttr-45","WBGene00044737",3.26755321615362
"1553","K10D11.3","WBGene00010747",3.26582671151232
"1641","gpn-1","WBGene00001687",3.26411492674489
"2578","npr-9","WBGene00013974",3.26075464955653
"1912","F13C5.5","WBGene00017426",3.25758817088074
"988","C29E4.10","WBGene00016207",3.25690853485126
"572","C16D9.1","WBGene00015857",3.25633901600521
"1419","T20G5.12","WBGene00011873",3.25633337625558
"1389","ceh-45","WBGene00022837",3.25569345711344
"1428","ZK742.7","WBGene00194921",3.25175380397882
"1598","R03D7.2","WBGene00010989",3.25128577423123
"2277","rnh-1.2","WBGene00014163",3.25058996624861
"1687","fbxa-36","WBGene00022479",3.25049896486762
"2079","glh-3","WBGene00001600",3.24946525906617
"910","F21F3.4","WBGene00017674",3.2464086206398
"1057","F47E1.1","WBGene00018565",3.24567340493715
"1437","ZK596.1","WBGene00014006",3.24550303396351
"710","C08E8.10","WBGene00077692",3.24096727040531
"928","chil-3","WBGene00007467",3.24046944220938
"1135","linc-34","WBGene00194814",3.23888530332246
"2201","hmg-3","WBGene00001973",3.23840227282533
"2410","C23G10.11","WBGene00016017",3.23743680795547
"1883","srg-49","WBGene00005206",3.23665353783405
"231","Y53G8B.2","WBGene00021818",3.23552049459861
"1455","cpar-1","WBGene00010036",3.2350913065918
"1696","chil-28","WBGene00008842",3.2340768772731
"1189","T05E7.4","WBGene00020260",3.23156970499956
"973","F09E10.15","WBGene00219886",3.23037802397538
"1408","T09F5.12","WBGene00014836",3.23028024253898
"622","cyp-34A5","WBGene00015040",3.22696601693348
"903","ttr-27","WBGene00011284",3.22213465869013
"630","C30H6.12","WBGene00044238",3.22160599224547
"2241","zhp-1","WBGene00018867",3.22035686658127
"2431","ins-14","WBGene00002097",3.22019542274471
"463","C25E10.8","WBGene00016097",3.2174915149259
"1742","Y73B6BL.23","WBGene00022244",3.21721027785308
"550","ugt-16","WBGene00013901",3.21633415285293
"1896","F59F3.6","WBGene00010335",3.21586503316165
"1655","F40F12.8","WBGene00014755",3.21433163032047
"1941","clec-178","WBGene00020585",3.21337877321028
"1708","F53G12.9","WBGene00018774",3.21214038871654
"1126","dat-1","WBGene00000934",3.21101911276876
"2125","dsl-6","WBGene00001108",3.21066489998618
"711","fbxa-69","WBGene00010018",3.21036464944385
"1052","C54E4.4","WBGene00016919",3.21005754380827
"559","C06E4.8","WBGene00015537",3.20901562469821
"458","C25F9.16","WBGene00194803",3.2077088853817
"1555","hen-1","WBGene00001841",3.20409115520265
"2200","tofu-4","WBGene00019013",3.20330806034554
"1580","srm-6","WBGene00009810",3.20031085072288
"2533","gei-14","WBGene00001571",3.19846171824623
"1469","F48E3.8","WBGene00018607",3.19674248242272
"668","gln-6","WBGene00001607",3.19579088251404
"679","pals-32","WBGene00016281",3.19478593975735
"216","Y54G11A.4","WBGene00013215",3.19376455078991
"2395","Y54G2A.49","WBGene00044492",3.1935721537085
"237","clec-17","WBGene00008477",3.19113374230158
"1244","F23H11.7","WBGene00017762",3.18932318290867
"1853","K07D4.5","WBGene00019485",3.18800558953713
"1653","T19C3.7","WBGene00020565",3.18563856163652
"1261","F49C12.15","WBGene00009884",3.18447273766646
"996","T10B9.9","WBGene00011678",3.18174792892718
"2337","acr-3","WBGene00000043",3.18169854173298
"2438","capa-1","WBGene00021268",3.18131655354693
"1174","Y47G6A.14","WBGene00021640",3.18123380145023
"2022","Y105E8A.34","WBGene00077689",3.18072753329079
"1201","C39B5.2","WBGene00016520",3.17990462519357
"1484","che-6","WBGene00000487",3.17895753370802
"2415","cwp-4","WBGene00000862",3.17496511902105
"1590","hlh-34","WBGene00011327",3.17481984816842
"833","C05E7.3","WBGene00007345",3.17467039137233
"1672","T05H10.3","WBGene00011508",3.17302693747557
"914","nhr-237","WBGene00021610",3.17201992832887
"2397","F56C9.3","WBGene00018948",3.16531037162837
"175","C08E8.4","WBGene00007440",3.16386515124093
"1997","fbxa-129","WBGene00010294",3.16380977031135
"2184","W05F2.6","WBGene00021038",3.16312140091415
"1017","C25E10.10","WBGene00016099",3.16298071357104
"1775","linc-91","WBGene00219746",3.1625335245064
"925","rab-11.2","WBGene00004275",3.16228699568093
"2450","B0228.1","WBGene00015059",3.1611150223701
"1049","F07C6.2","WBGene00008553",3.15917777918314
"1125","slc-36.5","WBGene00016628",3.15732259086855
